prot	counter
Q08AF8-3	21
A6NCC3	31
A6NCC3-1	18
Q92805	53
Q7Z5G4	11
Q7Z5G4-3	9
Q7Z602	13
Q96CH1	11
Q86SP6	28
Q6PRD1	117
P32249	15
P55259	26
P55259-2	18
P55259-3	25
P55259-4	18
O75487	30
O75487-2	26
B7ZAQ6	22
B7ZAQ6-2	20
B7ZAQ6-3	21
B7ZAQ6-4	3
P49685	15
P46091	9
O15354	28
O15529	9
P46093	15
Q9Y2T6	13
Q9BZJ7	9
Q96P67	15
P60893	16
Q8WXG9	235
Q8WXG9-2	70
Q8WXG9-3	88
Q8WXG9-4	53
P18283	13
P36969	15
P36969-2	14
O75715	14
O75715-2	4
P59796	11
Q8TED1	13
P10144	17
P49863	14
P51124	17
P28676	10
Q9C091	92
Q9C091-3	85
Q9C091-4	33
A8MXD5	13
Q14397	35
Q14397-2	10
Q9NP62	22
O75603	28
P23378	50
P27539	20
O60383	25
Q5VTD9	14
Q5VTD9-2	11
Q3B7J2	22
Q3B7J2-2	13
Q3B7J2-3	7
P56159	25
P56159-2	25
A1L429	3
A6NEY3	21
A6NEM1	22
A6NEM1-2	16
Q9UEU5	4
P04062	29
P04062-2	27
P04062-3	17
P04062-4	26
P04062-5	27
P02724	5
P02724-2	6
P02724-3	5
P06028	1
P06028-2	1
Q9NS18	7
Q9NS18-2	7
O76003	19
O94925	41
O94925-2	11
O94925-3	35
Q8NCW6	35
Q8NCW6-2	12
Q8IXK2	30
Q8IXK2-2	14
O43716	11
Q9HAV0	14
A0A1W2PPG7	5
O14610	5
P47869	24
P47869-2	27
P34903	29
P48169	36
P47870	21
P47870-1	19
P47870-3	15
P47870-4	15
O14764	21
Q8N1C3	21
Q92947	29
Q92947-2	28
P33402	43
P33402-2	44
P33402-3	44
O75343	37
P16260	22
Q5U4N7	18
P31150	26
P52565	11
P52565-2	7
Q99819	15
A6NCL1	16
Q9H840	6
P30047	4
P30047-2	4
P0CL82	4
Q9HBQ8	7
Q9HBQ8-2	5
A6NGU5	29
Q9H1K4	20
Q9H3K2	17
P10912	21
P10912-2	11
P10912-3	10
P10912-4	21
Q9NWU2	14
Q96MS3	20
Q96MS3-2	18
Q96MS3-3	10
Q7Z4J2	17
Q8IW92	26
O94923	40
Q86VQ1	27
Q8IVS8	16
Q8IVS8-2	12
Q8IVS8-3	15
Q8IVS8-4	13
Q8IVS8-5	6
Q8IVS8-6	5
Q8IVS8-7	10
P10075	20
Q16775	18
Q16775-2	15
Q16775-3	16
Q9HC38	22
Q9HC38-2	21
Q9HC38-3	12
P32189	29
P32189-1	28
P32189-2	28
P32189-4	29
P23416	26
P23416-2	26
P23416-3	20
P48167	27
P48167-2	18
Q9H936	16
Q92847	8
Q92847-2	7
Q9NXP7	29
Q9NXP7-2	6
Q9NXP7-3	16
Q8TF65	13
O14908	18
O14908-2	13
Q9Y223	39
Q9Y223-2	41
Q9Y223-3	41
Q9Y223-4	35
Q9Y223-5	33
Q53GS7	44
Q53GS7-2	41
P02728	1
P04921	2
P04921-2	3
P04921-3	3
P15421	2
Q86SR1	36
Q86SR1-2	35
Q86SR1-3	20
Q86SR1-4	18
Q8IUC8	32
Q8IUC8-2	26
Q8IUC8-3	30
Q7Z3D6	32
Q7Z3D6-2	33
Q7Z3D6-3	32
Q7Z3D6-4	30
Q7Z3D6-5	31
Q7Z3D6-6	12
Q6IB77	17
Q6IB77-2	8
O60234	9
Q96IJ6	17
Q96IJ6-2	18
O95837	24
P08754	17
P38405	20
P38405-2	21
P38405-3	10
P09471	18
P09471-2	20
P50148	23
A8MTJ3	20
Q9NVN8	37
P30968	9
P30968-2	8
P15586	27
P15586-2	26
A6NDK9	35
Q9UI32	37
Q9UI32-2	14
Q8N3T1	30
Q6IS24	37
Q6P9A2	30
Q6P9A2-2	4
Q8WU03	17
P19087	19
P36915	37
P36915-2	24
Q3T906	74
Q3T906-2	34
A6NDN3	34
Q0D2H9	21
P0CJ92	33
H3BSY2	32
H3BSY2-2	24
H3BSY2-3	18
Q08378	95
Q08378-2	92
Q08378-4	71
Q13439	160
Q13439-3	160
Q13439-4	160
Q13439-5	161
Q14789	225
Q14789-2	226
Q14789-3	224
Q14789-4	222
O15218	6
P07359	26
Q99795	15
Q8TDU6	10
Q9NZH0	11
Q9NZH0-2	12
Q9NZD1	6
Q9NZD1-2	5
Q9NZD1-3	7
Q86YW7	8
P0CG08	22
Q9H9Y4	14
Q14956	21
Q14956-2	19
Q99679	9
Q9NS67	14
Q49SQ1	13
P81274	41
Q4ZG55	80
Q4ZG55-2	14
Q4ZG55-3	15
Q4ZG55-4	47
Q9UBQ7	18
Q9UBQ7-2	11
O43424	49
O43424-2	45
P39086	51
P39086-2	49
Q7Z2K8	81
Q7Z2K8-2	68
Q6ZVF9	42
Q9Y3R0	58
Q9Y3R0-2	58
Q9Y3R0-3	55
P34947	33
P0CAP2	24
P0CAP2-2	15
P0CAP2-3	24
Q96CP6	41
Q96CP6-2	41
Q96CP6-3	41
Q8IUY3	26
P28799	23
P28799-2	18
P28799-3	19
P15104	17
O75311	25
O75311-2	23
P35754	6
Q99445	10
P36959	18
Q03113	27
Q03113-2	23
Q03113-3	20
Q96EK6	9
Q9BYB4	17
Q9BYB4-2	12
Q9BVP2	30
Q9BVP2-2	30
Q14749	15
O15228	38
O15228-2	33
D6RF30	34
I6L899	31
I6L899-2	18
Q08379	59
Q08379-2	38
Q9HC97	16
Q9HC97-2	18
O43194	18
Q9Y2T5	10
Q96SL4	12
Q6IC98	38
Q6IC98-2	5
Q13588	15
Q7Z6J2	22
Q7Z6J2-2	17
Q14451	28
Q14451-2	23
Q14451-3	28
Q14451-4	28
Q3V6T2	118
Q3V6T2-2	117
Q3V6T2-3	118
Q3V6T2-4	117
Q3V6T2-5	112
Q9H772	10
Q5T4J0	18
Q9H3P7	21
P04150	43
P04150-2	40
P04150-3	43
P04150-6	40
P04150-5	34
P04150-7	31
P04150-8	40
P04150-9	37
P04150-10	42
P04150-11	36
P04150-12	36
P04150-13	35
P04150-14	24
P04150-15	24
P04150-16	24
Q02108	35
Q02108-2	33
Q9NZC3	19
P55107	30
Q9UK05	26
O14793	20
Q6ZNW5	21
P06396	36
P06396-2	33
P06396-3	33
P06396-4	33
Q9NWZ8	13
Q9NQX3	45
Q9NQX3-2	45
Q7L5D6	16
Q7L5D6-2	13
Q9NXC2	23
Q9NXC2-2	14
Q9NXC2-3	7
O94808	46
O60609	14
O60609-2	13
P0CL81	4
P19440	27
P19440-2	19
P19440-3	9
Q6P531	12
Q6P531-2	12
B5MD39	9
Q8N2G8	25
Q8N2G8-2	21
Q8N2G8-3	25
Q9UBU3	5
Q9UBU3-2	5
Q9UBU3-3	7
Q9UBU3-4	7
Q9UBU3-5	6
Q9UBU3-6	2
Q8WWP7	20
Q8ND71	47
P48060	11
P48060-2	9
Q9BZE0	19
Q9NS66	18
P13224	7
P13224-2	18
O95872	22
Q9HCL2	41
Q8N158	32
P51654	26
P51654-2	22
P51654-3	27
Q99678	14
Q8NDV2	11
Q9Y5Y3	12
Q9BZJ8	12
Q9BZJ6	12
Q9NYM4	19
Q9NQS5	16
Q9BY21	20
Q6UWM5	11
Q6UWM5-2	11
Q9UKJ3	66
Q9UKJ3-2	63
Q9UKJ3-3	0
Q9HCN6	15
Q9HCN6-2	14
Q9HCN6-3	30
O75791	21
O75791-2	9
P62993	18
P62993-2	14
A6NFK2	14
Q6ISB3	37
Q6ISB3-2	36
P42261	50
P42261-2	50
P42261-3	47
P42261-4	48
P42261-5	51
P42261-6	51
P42262	46
P42262-2	46
P42262-3	48
P42262-4	45
P42263	44
P42263-2	44
P48058	46
P48058-2	20
Q9ULK0	51
Q9ULK0-2	28
P38646	43
P30550	13
P07492	10
P07492-2	9
P07492-3	9
Q96QA5	26
Q9BYG8	27
P57764	19
Q2KHT4	11
Q2KHT4-2	11
Q2KHT4-3	10
Q2KHT4-4	13
Q2KHT4-5	10
Q2KHT4-6	11
Q2KHT4-7	15
Q2KHT4-8	15
Q92896	69
Q92896-2	71
Q92896-3	71
P0CG29	10
P28161	19
P28161-2	15
Q9H4Y5	14
Q9H4Y5-2	12
Q9H4Y5-3	12
Q8NBJ5	39
Q9NY64	14
Q8WW33	10
A0A096LPI5	7
Q4G148	20
Q4G148-2	20
P13807	38
P13807-2	37
P07305	8
P07305-2	7
P22492	9
P04908	7
Q96KK5	7
Q8IUE6	7
P0C5Y9	7
O75367	19
O75367-2	17
O75367-3	19
B0YJ81	9
B0YJ81-2	6
Q9P035	17
Q9P035-2	13
Q9UJ83	30
Q9UJ83-2	31
Q9UJ83-4	27
Q9UJ83-3	27
Q96D42	13
Q96EW2	22
Q96EW2-2	9
Q96EW2-3	13
Q9UKD1	17
Q9P2T1	18
Q9P2T1-2	20
Q9P2T1-3	17
O95467	13
P01148	6
O43555	5
O43555-2	4
O43555-3	4
Q3T8J9	102
Q3T8J9-2	63
Q3T8J9-3	102
Q8IX06	40
O14653	11
O14653-2	11
O14653-3	11
Q8IZ08	16
Q8TDT2	9
Q7Z3F1	32
Q5UAW9	13
Q9UJ42	10
O43292	22
O43292-2	19
Q53EU6	25
Q9HC44	25
P35052	32
P35052-2	19
P21695	23
P21695-2	24
Q96T91	6
Q92917	32
Q9HCN4	16
Q9HCN4-2	13
Q9HCN4-3	12
Q9HCN4-4	15
Q9HCN4-5	16
Q8N954	20
Q8N954-2	13
Q9BRR8	44
Q9H3H5	9
Q9H3H5-2	10
Q9H3H5-3	8
P12544	17
P12544-2	16
Q14449	28
Q14449-2	25
O60565	9
O60565-2	8
Q9HAV7	17
Q9P0R6	4
P0CG30	10
Q86UP8	50
Q86UP8-2	10
Q86UP8-3	21
Q86UP8-4	6
Q86UP8-5	13
Q86UP8-6	27
Q15486	7
Q7Z2Y8	140
Q4G0G2	7
Q92522	14
Q96QV6	7
Q93077	7
Q99878	7
P0C0S8	7
O60814	11
Q99877	11
Q8N257	11
P57053	11
Q9Y2Q3	15
Q9Y2Q3-2	18
Q9Y2Q3-3	14
Q9Y2Q3-4	11
P78417	15
P78417-2	12
P78417-3	13
Q9BZM3	11
Q8N442	39
Q71UI9	6
Q71UI9-2	6
Q71UI9-3	4
Q71UI9-4	6
Q71UI9-5	3
Q9P0M6	19
Q99879	11
P23527	11
Q16695	6
P84243	6
Q58FF7	30
O96004	7
P61296	7
P61296-2	8
Q13442	10
Q9NVX0	15
Q9NVX0-2	11
Q9NVX0-3	13
Q7Z4H7	59
Q7Z4H7-2	39
Q7Z4H7-3	56
P09105	9
P02008	11
O60741	37
Q6MZN7	2
Q8IV16	5
Q9NRZ9	50
Q9NRZ9-2	51
Q9NRZ9-3	49
Q9NRZ9-4	47
Q9NRZ9-5	46
Q9NRZ9-6	45
Q9NRZ9-7	19
Q9NRZ9-8	18
Q9NRZ9-9	5
Q9BYK8	157
Q9BYK8-2	126
Q9BYK8-4	128
P22557	38
P22557-2	36
P22557-3	29
P22557-4	38
Q13002	48
Q13002-2	46
Q13002-3	32
Q13002-4	49
Q13002-5	45
Q13002-6	41
Q13002-7	37
Q16099	48
O60269	18
Q9C0E4	61
Q9C0E4-2	51
Q9C0E4-3	10
P32298	32
P32298-2	30
P32298-3	27
P32298-4	29
Q8IYS0	41
Q8IYS0-2	30
Q13255	58
Q13255-2	45
Q13255-3	45
Q14831	51
Q14831-2	51
Q14831-3	50
Q14831-4	50
Q14831-5	50
P09341	8
Q8TAA5	14
Q8TAA5-2	9
Q14687	64
Q14687-2	60
Q14687-3	61
P48507	11
P48507-2	9
P49841	25
P49841-2	26
P09210	15
Q16772	15
Q7RTV2	16
Q8NEC7	30
Q8NEC7-3	23
P09488	18
P09488-2	15
P21266	19
P46439	19
P30711	11
P30711-2	3
Q9H4S2	12
Q4AE62	28
Q4AE62-2	23
Q4AE62-3	17
Q4AE62-4	23
Q4AE62-5	26
Q4AE62-6	24
Q8TDB8	14
Q8TDB8-2	13
Q8TDB8-3	5
Q8TDB8-4	13
Q8TDB8-5	16
Q6PXP3	14
Q9NRM0	17
Q9NRM0-2	15
Q02747	4
Q9UBP9	20
Q9UBP9-2	10
Q9UBP9-3	13
Q9UBP9-4	19
Q8N7I0	6
Q8IZA3	25
Q8IZA3-2	15
Q9BTM1	6
Q9BTM1-2	7
Q99525	4
Q9UJM8	21
P02100	12
O60381	26
O60381-2	21
O60381-3	26
Q9ULI3	59
Q9ULI3-2	40
Q8NG08	61
Q8NG08-2	32
Q8TDG4	56
Q8TDG4-2	15
Q8TDG4-4	13
Q8TDG4-5	7
P02790	25
Q9Y543	12
Q9Y543-2	5
Q96HZ4	10
Q96HZ4-2	17
Q96HZ4-3	10
Q96HZ4-4	8
O00270	7
O95267	47
O95267-2	46
O95267-3	39
O95267-4	32
O95267-5	35
Q7LDG7	37
Q7LDG7-2	38
Q7LDG7-3	12
Q7LDG7-4	37
Q12849	31
Q12849-5	21
Q9BQ67	18
Q8TAX9	26
Q8TAX9-2	24
Q8TAX9-3	25
Q8TAX9-4	27
Q8TAX9-5	8
Q8TAX9-6	26
P49840	20
P08263	15
O15217	15
O15217-2	9
P43080	13
Q16661	3
Q02846	58
P54840	40
Q9H116	43
Q9H116-4	11
O14756	21
Q53T59	15
P20671	7
P16104	9
Q6Y1H2	11
O14929	21
O14929-2	15
Q68CZ6	40
Q68CZ6-2	30
O94927	38
O94927-2	18
Q99871	21
Q99871-2	25
Q99871-3	19
P69905	8
P68871	11
Q99075	10
Q92769	26
Q92769-3	24
Q8WUI4	43
Q8WUI4-2	20
Q8WUI4-3	42
Q8WUI4-4	42
Q8WUI4-5	43
Q8WUI4-6	44
Q8WUI4-7	42
Q8WUI4-8	41
Q8WUI4-9	17
Q8WUI4-10	28
Q9UKV0	46
Q9UKV0-2	42
Q9UKV0-3	33
Q9UKV0-4	43
Q9UKV0-5	48
Q9UKV0-6	45
Q9UKV0-7	48
Q9UKV0-8	33
Q9UKV0-9	30
Q9UKV0-10	31
Q9UKV0-11	28
P19086	21
O14775	19
O14775-2	17
O14775-3	15
Q12967	35
Q12967-2	39
Q12967-3	34
Q12967-4	33
Q12967-5	35
Q12967-6	34
P22749	9
P22749-2	9
O00461	44
Q86XS8	26
Q86XS8-2	24
Q6ZVE7	6
Q96P66	19
Q6DWJ6	11
Q7Z601	23
Q8TDV2	12
Q92643	24
Q92643-2	18
P51674	10
P51674-2	9
P51674-3	9
Q13491	7
Q13491-2	6
Q13491-3	10
Q13491-4	12
P46095	7
P46095-2	8
Q96P69	13
Q9NWQ4	24
Q9NWQ4-1	17
Q9NWQ4-4	26
Q9NW75	31
Q9NW75-2	23
P22352	12
A4D2P6	64
A4D1Z8	9
Q13003	54
Q13003-2	52
P43250	27
P43250-2	28
P43250-3	26
Q8WTQ7	31
Q96HH9	26
Q96HH9-2	25
Q96HH9-3	28
Q96HH9-4	25
Q96HH9-5	20
O00222	52
O00222-2	52
O00222-3	34
Q8IV61	35
Q8IV61-2	35
Q8TDF6	34
Q8TDF6-2	34
Q8TDF6-3	10
Q8TDF6-5	30
Q8TDF6-6	22
Q8TDF6-7	26
Q8TDF6-8	31
Q8TDF6-9	29
Q4G1C9	19
Q4G1C9-2	16
Q4G1C9-3	8
Q4G1C9-4	10
Q4G1C9-5	12
Q4G1C9-6	15
Q5TC63	19
Q5TC63-2	13
Q5TC63-3	18
A8MUP6	11
A4D1B5	42
A4D1B5-2	28
A4D1B5-3	25
A4D1B5-4	13
O15499	11
Q5T4B2	27
Q5T4B2-2	27
Q6EKJ0	50
Q6EKJ0-2	13
O43824	29
O95528	16
Q9BYW1	14
Q9BYW1-2	7
Q9BYW1-3	15
Q9BYW1-4	16
P11169	13
P22732	15
P22732-2	8
Q9UGQ3	18
Q9UGQ3-2	19
P49915	42
P49915-2	39
P51841	56
Q16478	55
Q16478-2	48
Q14832	49
Q14832-2	28
Q14833	50
Q14833-2	40
Q14833-3	38
Q14833-4	40
Q14833-5	40
P11021	39
Q9NRJ2	8
P78347	60
P78347-2	59
P78347-3	59
P78347-4	60
P78347-5	18
O00178	31
Q9BX10	29
Q9BX10-2	24
Q9BX10-3	9
Q9BX10-4	28
Q8N3Z3	19
Q8N3Z3-2	17
Q8N3Z3-3	10
A4D1E9	27
A4D1E9-2	22
A4D1E9-3	8
Q8TD20	19
P11166	15
P11168	15
P11168-2	14
P14672	9
P14672-2	7
Q86UQ5	5
Q9NYZ3	37
Q9Y2T3	28
Q9Y2T3-2	23
Q9Y2T3-3	29
O95843	12
O95843-2	11
Q96NT3	11
Q96NT3-2	12
Q96NT3-3	17
Q02539	10
P16401	13
Q16777	6
Q7L7L0	7
P0C0S5	6
P0C1H6	11
Q6NXT2	6
Q96MM7	32
Q96MM7-2	23
Q96MM7-3	25
Q96MM7-4	34
Q14520	21
Q14520-2	20
Q9NYQ3	21
Q9NYQ3-2	21
P54257	36
P54257-2	35
P54257-3	33
P54257-4	32
Q96MB7	17
Q96CS2	19
Q96CS2-2	13
Q9H6D7	29
Q9H6D7-2	19
Q9H6D7-3	19
Q9H6D7-4	25
Q9BT25	23
Q9BT25-2	19
Q9BT25-3	23
P69891	12
P69892	12
Q9Y5Z7	47
Q9Y5Z7-2	24
Q9Y3Q4	54
Q96DB2	23
Q96DB2-2	19
Q9UQL6	52
Q9UQL6-2	47
Q9UQL6-3	52
P51858	17
P51858-2	15
P51858-3	17
Q86WZ0	62
Q14CZ8	21
Q14CZ8-2	16
Q96FL9	28
Q96FL9-2	28
Q96FL9-3	27
Q96FL9-4	28
Q8N428	30
Q8N428-2	30
Q7Z4T8	23
Q7Z4T8-2	7
Q49A17	35
Q49A17-2	34
Q9NZD2	14
P14314	19
P14314-2	19
P02729	1
Q9UJJ9	15
Q8N0V5	26
Q8N0V5-2	28
Q8N0V5-3	28
Q2TAP0	11
A8MQT2	31
A8MQT2-2	23
A6NC78	32
Q5T7V8	18
Q5T7V8-2	12
Q5T7V8-3	8
Q5T7V8-4	9
Q9BQQ3	7
Q9BQQ3-2	5
Q9BQQ3-3	5
Q9H8Y8	14
Q9H8Y8-2	9
Q9H8Y8-3	14
Q9BXC1	13
Q86V85	14
Q86UL3	22
Q99527	9
Q15760	13
Q99680	12
O75388	12
Q96I76	30
O15544	4
P56915	7
Q6UXU4	11
Q6UXU4-3	11
Q6UXU4-4	10
Q6UXU4-2	8
P48506	35
P48637	33
P48637-2	22
P00390	27
P00390-2	24
P00390-3	26
P00390-4	24
P00390-5	23
Q8IYK4	31
Q9UHL9	57
Q9UHL9-2	57
Q9UHL9-3	61
Q9H1H1	9
Q9H1H1-2	9
Q9UMX6	10
P25092	61
Q96GX5	46
Q96GX5-2	46
Q96GX5-3	46
A0PJZ3	26
P16403	13
P16402	13
P10412	12
Q75WM6	14
Q6FI13	7
P0C5Z0	7
Q8NEA9	35
Q9Y5P6	17
Q9Y5P6-2	19
Q14344	25
Q14344-2	20
P63096	17
P63096-2	15
P63092	22
P63092-2	21
P63092-3	21
P63092-4	22
P46926	18
P46926-2	15
Q96P88	12
Q5T6J7	12
Q5T6J7-2	15
Q5T6J7-3	9
Q9NYA3	34
A6NN73	29
A6NMD2	34
F8WBI6	31
Q8TBA6	47
Q8TBA6-2	47
Q8NBJ4	29
Q8NBJ4-2	28
Q9H4A6	17
Q9BXV9	5
Q9HD26	27
Q9HD26-2	26
Q9HD26-3	20
Q9Y3E0	6
Q9NPR9	25
Q8TDV5	10
P51810	12
Q8NGU9	19
Q6NV75	22
Q16538	29
Q16538-2	20
Q8IXQ4	18
Q8IXQ4-2	12
Q8IXQ4-3	11
Q8IXQ4-4	8
Q86WP2	26
Q86WP2-2	27
Q86WP2-3	25
Q86WP2-4	15
P78333	30
Q5T6X5	43
Q5T6X5-2	32
Q5T6X5-3	40
Q9NPB8	37
Q8N335	24
Q13304	14
Q13304-2	13
O00155	15
Q9UPC5	18
P46089	6
O95800	17
Q9GZN0	8
Q13227	11
Q13227-2	9
Q86YR5	39
Q86YR5-2	8
Q86YR5-3	26
Q86YR5-4	38
Q9Y4H4	8
Q5T3I0	31
Q5T3I0-2	7
Q5T3I0-3	31
P40197	24
P07203	11
P07203-2	4
P20718	13
P20718-2	6
P20718-3	3
Q4V328	57
Q4V328-2	40
Q4V328-3	37
Q4V328-4	56
Q8TC17	8
Q8TC17-2	8
Q13322	30
Q13322-2	29
Q13322-3	28
Q13322-4	30
Q9NZI5	36
Q9NZI5-2	23
Q9NZI5-3	26
Q8TE85	38
Q8TE85-2	36
Q8TE85-3	32
Q8TE85-4	30
Q8TE85-5	36
Q3KR37	43
Q3KR37-2	40
Q3KR37-3	28
Q3KR37-4	43
Q14416	47
P41594	66
P41594-2	63
P41594-3	54
O15303	45
Q5JQS6	8
Q5JQS6-2	6
Q03013	18
Q03013-2	15
Q03013-3	14
P09211	11
Q969Y2	24
Q969Y2-2	25
Q969Y2-3	25
Q969Y2-4	24
C9JL84	28
C9JL84-2	21
Q9Y2N7	30
Q9Y2N7-2	30
Q9Y2N7-3	29
Q9Y2N7-4	15
Q9Y2N7-5	26
Q9Y2N7-6	25
Q9Y2N7-7	25
Q9BW72	5
Q9BX68	11
Q9H2X6	42
Q9H2X6-2	33
Q9H2X6-3	42
Q9P0W2	21
Q9P0W2-2	14
Q9P0W2-3	20
P54868	29
P54868-2	28
P54868-3	25
P19622	15
P35914	18
P35914-2	12
P35914-3	10
Q12766	70
Q12766-2	62
O75330	57
O75330-2	56
O75330-3	57
O75330-4	53
A6NHT5	20
Q8N7B1	21
Q8IWW8	23
Q8IWW8-2	20
Q8IWW8-3	17
Q8IWW8-4	14
Q9NWY4	19
Q9NWW0	8
Q9NWW0-2	6
Q86UW8	27
Q9UPZ3	65
Q9UPZ3-2	61
Q9Y251	25
Q9Y251-2	22
Q9Y251-3	21
Q9Y251-4	16
P00738	22
P00738-2	20
P25021	14
P25021-2	13
O00198	5
Q9UL19	7
Q9UL19-2	7
P13196	42
P13196-2	10
P08397	21
P08397-2	20
P08397-3	18
P08397-4	17
P36551	30
P36551-2	17
Q02577	7
P05981	21
Q15034	46
Q15034-2	15
Q9UII4	55
Q9BSE4	10
P04233	15
P04233-2	14
P04233-3	7
Q93099	24
Q9HCP6	21
Q03014	11
Q9UM44	17
Q9UM44-2	14
Q9NP66	18
Q9NP66-2	2
Q96FZ2	26
Q96RW7	290
Q96RW7-2	285
Q96RW7-3	26
Q8NDA2	236
Q8NDA2-2	189
Q8NDA2-4	158
Q01581	24
P52926	5
P52926-2	5
P52926-3	3
P52926-4	4
P52926-5	4
P52926-6	4
Q8WW32	11
O00479	4
Q92619	49
Q92619-2	50
P0DMP1	1
Q9NP08	18
P50135	16
P50135-2	10
P50135-3	5
O14979	24
O14979-2	15
O14979-3	16
P61978	27
P61978-2	28
P61978-3	29
O60506	39
O60506-2	38
O60506-3	36
O60506-4	35
O60506-5	28
Q00839	44
Q00839-2	43
P84074	15
A8MVJ9	19
P10915	23
P00492	13
Q30201	13
Q30201-2	10
Q30201-3	12
Q30201-4	9
Q30201-5	14
Q30201-6	7
Q30201-7	10
Q30201-8	12
Q30201-9	6
Q30201-10	8
Q30201-11	2
A2PYH4	100
A2PYH4-2	39
Q9BW71	33
Q9BW71-2	17
Q9BW71-3	12
Q2TB90	56
Q2TB90-2	46
Q2TB90-3	38
P17693	20
Q14774	17
P04035	42
P04035-2	41
P04035-3	44
Q05925	15
P17096	6
P17096-2	5
P17096-3	7
P09429	11
O97980	4
S4R3P1	1
P0CJ73	1
P41235	20
P41235-2	19
P41235-3	20
P41235-4	20
P41235-5	20
P41235-6	19
P41235-7	20
Q14541	20
Q14541-2	19
P14866	24
P14866-2	18
O43390	41
O43390-2	41
O43390-3	39
O43390-4	33
P13716	15
P13716-2	16
Q9Y5R4	14
Q9Y5N5	7
Q9Y5N5-2	7
Q5GLZ8	54
Q5GLZ8-2	54
Q5GLZ8-3	53
Q5GLZ8-4	7
Q5GLZ8-5	9
Q5GLZ8-6	50
Q15011	14
Q15011-2	14
Q15011-3	13
Q15011-4	12
Q14469	11
Q5TA89	10
A8MV81	6
Q53FT3	5
Q9H422	46
Q9H422-2	45
P15515	2
P15516	2
Q16534	12
Q16534-2	8
Q9Y5L2	4
O15379	24
O15379-2	24
Q9BSH5	12
Q7Z353	40
Q7Z353-2	35
P42858	155
Q6AI08	53
Q9NRV9	13
Q5T447	50
Q5T447-2	30
Q76N89	80
Q76N89-2	81
P10746	13
Q9BXL5	24
P81172	3
Q15751	226
P68431	6
Q71DI3	6
O60243	23
O60243-2	14
Q8IZP7	31
Q58FF6	29
Q5JVS0	25
Q5JVS0-2	19
Q5VWC8	11
Q6PII5	18
Q6PII5-2	17
Q6PII5-3	14
Q6PII5-4	16
O43593	61
O43593-2	60
Q75N03	24
Q75N03-2	24
Q8TF76	43
Q8TF76-2	17
Q8TDS4	16
P49019	20
Q99714	16
Q99714-2	15
Q969S8	22
Q969S8-2	22
Q969S8-4	22
Q969S8-5	13
Q13547	27
P56524	49
P56524-2	40
Q9UBN7	31
Q9UBN7-2	26
Q9UBI9	27
Q7Z4H3	14
Q7Z4H3-2	12
Q7Z4H3-3	6
Q08623	11
Q08623-2	8
Q08623-3	13
Q08623-4	11
Q9BXW7	22
Q9BXW7-2	20
A2RTY3	33
A2RTY3-2	14
A2RTY3-3	30
A2RTY3-4	22
A2RTY3-5	19
Q9Y5Z4	10
Q9Y5Z4-2	9
P42694	100
P42694-2	73
P22830	30
P22830-2	31
Q9BQS7	51
Q9BQS7-2	51
Q9BQS7-3	54
Q9BQS7-4	41
O95714	239
Q9BYE0	11
Q9BYE0-2	11
Q9UBX0	13
Q04756	28
Q14526	35
Q14526-2	34
Q8IV36	35
Q8IV36-2	35
Q8IV36-3	31
Q9BQA5	28
Q9BQA5-2	26
P49773	8
Q9NQE9	10
O00291	66
O00291-3	61
O00291-4	63
Q9Y450	43
Q9Y450-2	28
Q9Y450-4	42
Q16836	18
Q16836-2	22
Q16836-3	19
Q9BY41	14
Q9BY41-2	10
Q9BY41-3	4
Q9BY41-4	12
Q9BY41-5	10
Q9BY41-6	6
Q9BY41-7	4
Q9BY41-8	3
Q9H583	128
A8MVW5	18
A8MVW5-2	17
A8MVW5-3	20
Q5U5R9	42
Q5U5R9-2	14
Q9Y4D8	197
Q9Y4D8-2	118
Q9Y4D8-3	43
Q9Y4D8-4	196
Q9Y4D8-5	67
Q9P2P5	75
Q9P2P5-2	54
Q02575	6
Q5T8I9	23
P05546	29
Q9HCC6	14
P07686	30
Q9UBP5	10
Q6NVY1	24
Q6NVY1-2	20
Q8NCD3	44
Q8NCD3-2	41
Q8NCD3-3	40
P30511	19
P30511-2	14
P30511-3	22
Q8TCT9	15
Q8TCT9-2	17
Q8TCT9-4	15
Q8TCT9-5	16
Q8TB92	19
Q8TB92-2	20
Q8TB92-4	2
Q8TB92-5	19
Q15651	5
Q15651-2	2
S4R3Y5	1
P0CJ71	1
P0CJ75	1
Q96A08	11
P62807	11
Q93079	11
Q99880	11
Q6DN03	14
Q16778	11
Q7Z2G1	10
P51610	66
P51610-2	64
P51610-3	20
P51610-4	68
P14317	19
P14317-2	12
Q9UL51	41
Q9P1Z3	40
P0DOY5	0
Q5TGJ6	11
Q7Z4Q2	35
Q7Z4Q2-2	31
Q7Z4Q2-3	17
Q9ULT8	138
A6NFD8	9
A6NFD8-4	9
P06865	25
P06865-2	6
O94992	13
P33778	11
P58876	11
P06899	11
Q6DRA6	13
Q5QNW6	11
Q5QNW6-2	12
P62805	6
Q58FF8	25
Q8IYU2	36
Q8IYU2-2	10
Q8IYU2-3	21
Q8IYU2-4	30
Q8TDQ0	19
Q8TDQ0-2	9
O00165	18
O00165-2	18
O00165-3	15
O00165-4	8
O00165-5	16
O00165-6	11
P02042	11
Q6B0K9	7
Q9BXC0	13
